rank,attack_id,attack_vector,final_score,threat_grade,max_edge_case,max_edge_case_multiplier,edge_case_flags,Zero-Day / Unknown Exploit multiplier,Zero-Day / Unknown Exploit grade,Exploit Chain / Multi-Step multiplier,Exploit Chain / Multi-Step grade,Telemetry Gap / Evasion multiplier,Telemetry Gap / Evasion grade,Identity / MFA Bypass multiplier,Identity / MFA Bypass grade,Supply Chain / Trusted Dependency multiplier,Supply Chain / Trusted Dependency grade,Destructive / Ransomware multiplier,Destructive / Ransomware grade,Cloud / SaaS Tenant Blast Radius multiplier,Cloud / SaaS Tenant Blast Radius grade,Living-off-the-Land multiplier,Living-off-the-Land grade,AI-Scaled Social Engineering multiplier,AI-Scaled Social Engineering grade,Insider / Trusted Access multiplier,Insider / Trusted Access grade,Air-Gapped / ICS Safety multiplier,Air-Gapped / ICS Safety grade,Rare but High Impact multiplier,Rare but High Impact grade
67,T1036.005,Match Legitimate Resource Name or Location,10,Critical,Living-off-the-Land,1.15,Living-off-the-Land; Cloud / SaaS Tenant Blast Radius; Telemetry Gap / Evasion; Insider / Trusted Access; Supply Chain / Trusted Dependency; Zero-Day / Unknown Exploit,1.088,Low,1.058,Low,1.115,Moderate,1.0,Not Material,1.09,Low,1.0,Not Material,1.144,Moderate,1.15,Moderate,1.0,Not Material,1.091,Low,1.0,Not Material,1.0,Not Material
68,T1053.005,Scheduled Task,10,Critical,Zero-Day / Unknown Exploit,1.187,Zero-Day / Unknown Exploit; Exploit Chain / Multi-Step; Living-off-the-Land; Telemetry Gap / Evasion; Identity / MFA Bypass; Insider / Trusted Access,1.187,Moderate,1.18,Moderate,1.124,Moderate,1.07,Low,1.036,Low,1.0,Not Material,1.0,Not Material,1.15,Moderate,1.0,Not Material,1.07,Low,1.0,Not Material,1.04,Low
69,T1027,Obfuscated Files or Information,10,Critical,Telemetry Gap / Evasion,1.178,Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Living-off-the-Land; Destructive / Ransomware; Exploit Chain / Multi-Step; Identity / MFA Bypass,1.143,Moderate,1.094,Low,1.178,Moderate,1.08,Low,1.036,Low,1.099,Low,1.0,Not Material,1.135,Moderate,1.0,Not Material,1.035,Low,1.0,Not Material,1.0,Not Material
70,T1685,Disable or Modify Tools,10,Critical,Cloud / SaaS Tenant Blast Radius,1.18,Cloud / SaaS Tenant Blast Radius; Telemetry Gap / Evasion; Living-off-the-Land; Zero-Day / Unknown Exploit; Supply Chain / Trusted Dependency,1.121,Moderate,1.022,Low,1.178,Moderate,1.0,Not Material,1.081,Low,1.0,Not Material,1.18,Moderate,1.142,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
71,T1574.001,DLL,10,Critical,Telemetry Gap / Evasion,1.178,Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Living-off-the-Land; Destructive / Ransomware; Supply Chain / Trusted Dependency; Exploit Chain / Multi-Step,1.154,Moderate,1.088,Low,1.178,Moderate,1.0,Not Material,1.09,Low,1.099,Low,1.0,Not Material,1.15,Moderate,1.0,Not Material,1.035,Low,1.0,Not Material,1.04,Low
72,T1003.001,LSASS Memory,10,Critical,Identity / MFA Bypass,1.2,Identity / MFA Bypass; Zero-Day / Unknown Exploit; Living-off-the-Land; Exploit Chain / Multi-Step; Insider / Trusted Access; Destructive / Ransomware; Cloud / SaaS Tenant Blast Radius; Telemetry Gap / Evasion,1.176,Moderate,1.112,Moderate,1.061,Low,1.2,Moderate,1.054,Low,1.099,Low,1.063,Low,1.142,Moderate,1.0,Not Material,1.105,Low,1.0,Not Material,1.04,Low
73,T1548.002,Bypass User Account Control,10,Critical,Identity / MFA Bypass,1.2,Identity / MFA Bypass; Living-off-the-Land; Insider / Trusted Access; Zero-Day / Unknown Exploit; Exploit Chain / Multi-Step; Rare but High Impact,1.121,Moderate,1.112,Moderate,1.025,Low,1.2,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.15,Moderate,1.0,Not Material,1.126,Moderate,1.0,Not Material,1.08,Low
74,T1505.003,Web Shell,10,Critical,Identity / MFA Bypass,1.2,Identity / MFA Bypass; Living-off-the-Land; Insider / Trusted Access; Exploit Chain / Multi-Step; Zero-Day / Unknown Exploit,1.088,Low,1.112,Moderate,1.025,Low,1.2,Moderate,1.036,Low,1.0,Not Material,1.0,Not Material,1.135,Moderate,1.0,Not Material,1.126,Moderate,1.0,Not Material,1.04,Low
75,T1036,Masquerading,10,Critical,Cloud / SaaS Tenant Blast Radius,1.144,Cloud / SaaS Tenant Blast Radius; Living-off-the-Land; Telemetry Gap / Evasion; Supply Chain / Trusted Dependency; Zero-Day / Unknown Exploit,1.088,Low,1.022,Low,1.115,Moderate,1.0,Not Material,1.09,Low,1.0,Not Material,1.144,Moderate,1.12,Moderate,1.0,Not Material,1.035,Low,1.0,Not Material,1.04,Low
76,T1480,Execution Guardrails,10,Critical,Zero-Day / Unknown Exploit,1.198,Zero-Day / Unknown Exploit; Telemetry Gap / Evasion; Identity / MFA Bypass; Living-off-the-Land; Supply Chain / Trusted Dependency; Insider / Trusted Access; Exploit Chain / Multi-Step; Cloud / SaaS Tenant Blast Radius,1.198,Moderate,1.067,Low,1.142,Moderate,1.14,Moderate,1.117,Moderate,1.0,Not Material,1.063,Low,1.135,Moderate,1.0,Not Material,1.091,Low,1.0,Not Material,1.0,Not Material
77,T1068,Exploitation for Privilege Escalation,10,Critical,Zero-Day / Unknown Exploit,1.22,Zero-Day / Unknown Exploit; Identity / MFA Bypass; Cloud / SaaS Tenant Blast Radius; Exploit Chain / Multi-Step; Insider / Trusted Access; Living-off-the-Land; Telemetry Gap / Evasion,1.22,High,1.112,Moderate,1.061,Low,1.2,Moderate,1.0,Not Material,1.0,Not Material,1.144,Moderate,1.083,Low,1.0,Not Material,1.091,Low,1.0,Not Material,1.04,Low
78,T1552.001,Credentials In Files,10,Critical,Identity / MFA Bypass,1.2,Identity / MFA Bypass; Cloud / SaaS Tenant Blast Radius; Exploit Chain / Multi-Step; Insider / Trusted Access; Zero-Day / Unknown Exploit; Rare but High Impact; Destructive / Ransomware,1.088,Low,1.148,Moderate,1.025,Low,1.2,Moderate,1.054,Low,1.066,Low,1.18,Moderate,1.052,Low,1.0,Not Material,1.14,Moderate,1.0,Not Material,1.08,Low
79,T1133,External Remote Services,10,Critical,Identity / MFA Bypass,1.2,Identity / MFA Bypass; Exploit Chain / Multi-Step; Cloud / SaaS Tenant Blast Radius; Zero-Day / Unknown Exploit; Insider / Trusted Access; Telemetry Gap / Evasion,1.154,Moderate,1.18,Moderate,1.061,Low,1.2,Moderate,1.036,Low,1.0,Not Material,1.18,Moderate,1.03,Low,1.036,Low,1.14,Moderate,1.0,Not Material,1.04,Low
80,T1136.001,Local Account,10,Critical,Identity / MFA Bypass,1.2,Identity / MFA Bypass; Zero-Day / Unknown Exploit; Cloud / SaaS Tenant Blast Radius; Living-off-the-Land; Exploit Chain / Multi-Step; Insider / Trusted Access,1.198,Moderate,1.112,Moderate,1.025,Low,1.2,Moderate,1.036,Low,1.0,Not Material,1.18,Moderate,1.12,Moderate,1.0,Not Material,1.105,Low,1.0,Not Material,1.0,Not Material
81,T1539,Steal Web Session Cookie,10,Critical,Identity / MFA Bypass,1.2,Identity / MFA Bypass; Exploit Chain / Multi-Step; Cloud / SaaS Tenant Blast Radius; Zero-Day / Unknown Exploit; Insider / Trusted Access; Destructive / Ransomware; Rare but High Impact; Telemetry Gap / Evasion,1.165,Moderate,1.18,Moderate,1.061,Low,1.2,Moderate,1.0,Not Material,1.099,Low,1.18,Moderate,1.052,Low,1.054,Low,1.14,Moderate,1.0,Not Material,1.08,Low
82,T1040,Network Sniffing,10,Critical,Identity / MFA Bypass,1.2,Identity / MFA Bypass; Exploit Chain / Multi-Step; Cloud / SaaS Tenant Blast Radius; Destructive / Ransomware; Insider / Trusted Access; Zero-Day / Unknown Exploit; Rare but High Impact; Telemetry Gap / Evasion,1.088,Low,1.18,Moderate,1.061,Low,1.2,Moderate,1.0,Not Material,1.165,Moderate,1.18,Moderate,1.052,Low,1.0,Not Material,1.105,Low,1.0,Not Material,1.08,Low
83,T1210,Exploitation of Remote Services,10,Critical,Zero-Day / Unknown Exploit,1.22,Zero-Day / Unknown Exploit; Exploit Chain / Multi-Step; Insider / Trusted Access,1.22,High,1.139,Moderate,1.025,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.052,Low,1.0,Not Material,1.091,Low,1.0,Not Material,1.04,Low
84,T1078.002,Domain Accounts,10,Critical,Identity / MFA Bypass,1.2,Identity / MFA Bypass; Zero-Day / Unknown Exploit; Exploit Chain / Multi-Step; Telemetry Gap / Evasion; Insider / Trusted Access; Living-off-the-Land; Cloud / SaaS Tenant Blast Radius,1.187,Moderate,1.153,Moderate,1.142,Moderate,1.2,Moderate,1.036,Low,1.0,Not Material,1.063,Low,1.12,Moderate,1.036,Low,1.14,Moderate,1.0,Not Material,1.04,Low
85,T1021.004,SSH,10,Critical,Identity / MFA Bypass,1.18,Identity / MFA Bypass; Exploit Chain / Multi-Step; Zero-Day / Unknown Exploit; Living-off-the-Land; Insider / Trusted Access; Telemetry Gap / Evasion,1.121,Moderate,1.139,Moderate,1.088,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.105,Low,1.0,Not Material,1.091,Low,1.0,Not Material,1.04,Low
86,T1123,Audio Capture,10,Critical,Zero-Day / Unknown Exploit,1.088,Zero-Day / Unknown Exploit; Insider / Trusted Access; Exploit Chain / Multi-Step,1.088,Low,1.067,Low,1.045,Low,1.0,Not Material,1.0,Not Material,1.055,Low,1.0,Not Material,1.052,Low,1.054,Low,1.07,Low,1.0,Not Material,1.04,Low
87,T1071.002,File Transfer Protocols,10,Critical,Zero-Day / Unknown Exploit,1.121,Zero-Day / Unknown Exploit,1.121,Moderate,1.022,Low,1.029,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
88,T1568.002,Domain Generation Algorithms,10,Critical,Zero-Day / Unknown Exploit,1.121,Zero-Day / Unknown Exploit; Living-off-the-Land,1.121,Moderate,1.022,Low,1.05,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.09,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
89,T1025,Data from Removable Media,10,Critical,Zero-Day / Unknown Exploit,1.121,Zero-Day / Unknown Exploit; Destructive / Ransomware; Living-off-the-Land; Insider / Trusted Access; Air-Gapped / ICS Safety,1.121,Moderate,1.022,Low,1.04,Low,1.0,Not Material,1.0,Not Material,1.121,Moderate,1.0,Not Material,1.105,Low,1.0,Not Material,1.07,Low,1.07,Low,1.0,Not Material
90,T1090.002,External Proxy,10,Critical,Zero-Day / Unknown Exploit,1.121,Zero-Day / Unknown Exploit; Telemetry Gap / Evasion; Cloud / SaaS Tenant Blast Radius,1.121,Moderate,1.049,Low,1.065,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.063,Low,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
91,T1114.001,Local Email Collection,10,Critical,Zero-Day / Unknown Exploit,1.121,Zero-Day / Unknown Exploit; Insider / Trusted Access,1.121,Moderate,1.022,Low,1.034,Low,1.0,Not Material,1.0,Not Material,1.055,Low,1.0,Not Material,1.052,Low,1.0,Not Material,1.07,Low,1.0,Not Material,1.0,Not Material
92,T1568,Dynamic Resolution,10,Critical,Zero-Day / Unknown Exploit,1.121,Zero-Day / Unknown Exploit,1.121,Moderate,1.022,Low,1.05,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
93,T1001.001,Junk Data,10,Critical,Zero-Day / Unknown Exploit,1.121,Zero-Day / Unknown Exploit,1.121,Moderate,1.022,Low,1.05,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
94,T1071,Application Layer Protocol,10,Critical,Zero-Day / Unknown Exploit,1.121,Zero-Day / Unknown Exploit; Exploit Chain / Multi-Step; Telemetry Gap / Evasion,1.121,Moderate,1.094,Low,1.065,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
95,T1056.002,GUI Input Capture,10,Critical,Identity / MFA Bypass,1.19,Identity / MFA Bypass; Living-off-the-Land; Exploit Chain / Multi-Step; Zero-Day / Unknown Exploit; Telemetry Gap / Evasion; Insider / Trusted Access,1.121,Moderate,1.133,Moderate,1.076,Low,1.19,Moderate,1.0,Not Material,1.055,Low,1.0,Not Material,1.142,Moderate,1.0,Not Material,1.07,Low,1.0,Not Material,1.04,Low
96,T1104,Multi-Stage Channels,10,Critical,Zero-Day / Unknown Exploit,1.121,Zero-Day / Unknown Exploit; Telemetry Gap / Evasion; Living-off-the-Land; Supply Chain / Trusted Dependency; Destructive / Ransomware,1.121,Moderate,1.022,Low,1.117,Moderate,1.0,Not Material,1.081,Low,1.066,Low,1.0,Not Material,1.105,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
97,T1001,Data Obfuscation,10,Critical,Telemetry Gap / Evasion,1.153,Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Destructive / Ransomware; Living-off-the-Land,1.121,Moderate,1.022,Low,1.153,Moderate,1.0,Not Material,1.0,Not Material,1.099,Low,1.0,Not Material,1.09,Low,1.054,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material
98,T1056.004,Credential API Hooking,10,Critical,Identity / MFA Bypass,1.19,Identity / MFA Bypass; Destructive / Ransomware; Exploit Chain / Multi-Step; Insider / Trusted Access; Zero-Day / Unknown Exploit; Rare but High Impact,1.088,Low,1.133,Moderate,1.029,Low,1.19,Moderate,1.0,Not Material,1.154,Moderate,1.0,Not Material,1.052,Low,1.0,Not Material,1.105,Low,1.0,Not Material,1.08,Low
99,T1039,Data from Network Shared Drive,10,Critical,Destructive / Ransomware,1.121,Destructive / Ransomware; Insider / Trusted Access,1.044,Low,1.022,Low,1.034,Low,1.0,Not Material,1.0,Not Material,1.121,Moderate,1.0,Not Material,1.052,Low,1.0,Not Material,1.07,Low,1.0,Not Material,1.04,Low
100,T1001.002,Steganography,10,Critical,Telemetry Gap / Evasion,1.092,Telemetry Gap / Evasion; Zero-Day / Unknown Exploit,1.088,Low,1.022,Low,1.092,Low,1.0,Not Material,1.054,Low,1.0,Not Material,1.0,Not Material,1.052,Low,1.0,Not Material,1.035,Low,1.0,Not Material,1.04,Low
101,T1530,Data from Cloud Storage,10,Critical,Identity / MFA Bypass,1.18,Identity / MFA Bypass; Cloud / SaaS Tenant Blast Radius; Insider / Trusted Access; Exploit Chain / Multi-Step; Zero-Day / Unknown Exploit,1.088,Low,1.103,Low,1.034,Low,1.18,Moderate,1.0,Not Material,1.055,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.105,Low,1.0,Not Material,1.0,Not Material
102,T1213.002,Sharepoint,10,Critical,Cloud / SaaS Tenant Blast Radius,1.18,Cloud / SaaS Tenant Blast Radius; Identity / MFA Bypass; Insider / Trusted Access; Zero-Day / Unknown Exploit; Exploit Chain / Multi-Step,1.088,Low,1.067,Low,1.04,Low,1.14,Moderate,1.054,Low,1.055,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.14,Moderate,1.0,Not Material,1.0,Not Material
103,T1102.003,One-Way Communication,10,Critical,Telemetry Gap / Evasion,1.149,Telemetry Gap / Evasion; Destructive / Ransomware; Living-off-the-Land; Zero-Day / Unknown Exploit,1.088,Low,1.022,Low,1.149,Moderate,1.0,Not Material,1.0,Not Material,1.099,Low,1.0,Not Material,1.09,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
104,T1557.001,Name Resolution Poisoning and SMB Relay,10,Critical,Identity / MFA Bypass,1.19,Identity / MFA Bypass; Exploit Chain / Multi-Step; Living-off-the-Land; Zero-Day / Unknown Exploit; Insider / Trusted Access,1.088,Low,1.133,Moderate,1.034,Low,1.19,Moderate,1.0,Not Material,1.055,Low,1.0,Not Material,1.105,Low,1.0,Not Material,1.07,Low,1.0,Not Material,1.04,Low
105,T1052.001,Exfiltration over USB,10,Critical,Destructive / Ransomware,1.121,Destructive / Ransomware; Zero-Day / Unknown Exploit; Air-Gapped / ICS Safety,1.088,Low,1.022,Low,1.034,Low,1.0,Not Material,1.0,Not Material,1.121,Moderate,1.0,Not Material,1.052,Low,1.0,Not Material,1.035,Low,1.07,Low,1.0,Not Material
106,T1568.001,Fast Flux DNS,10,Critical,Telemetry Gap / Evasion,1.153,Telemetry Gap / Evasion; Zero-Day / Unknown Exploit,1.088,Low,1.049,Low,1.153,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
107,T1531,Account Access Removal,10,Critical,Destructive / Ransomware,1.22,Destructive / Ransomware; Cloud / SaaS Tenant Blast Radius; Living-off-the-Land; Identity / MFA Bypass; Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Insider / Trusted Access; Exploit Chain / Multi-Step,1.088,Low,1.067,Low,1.128,Moderate,1.14,Moderate,1.0,Not Material,1.22,High,1.18,Moderate,1.142,Moderate,1.0,Not Material,1.07,Low,1.0,Not Material,1.04,Low
108,T1213.003,Code Repositories,10,Critical,Cloud / SaaS Tenant Blast Radius,1.18,Cloud / SaaS Tenant Blast Radius; Zero-Day / Unknown Exploit; Identity / MFA Bypass; Insider / Trusted Access; Exploit Chain / Multi-Step,1.165,Moderate,1.094,Low,1.04,Low,1.14,Moderate,1.054,Low,1.055,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.14,Moderate,1.0,Not Material,1.0,Not Material
109,T1565.002,Transmitted Data Manipulation,10,Critical,Destructive / Ransomware,1.099,Destructive / Ransomware; Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Rare but High Impact,1.088,Low,1.022,Low,1.092,Low,1.0,Not Material,1.0,Not Material,1.099,Low,1.0,Not Material,1.052,Low,1.0,Not Material,1.035,Low,1.0,Not Material,1.08,Low
110,T1090.004,Domain Fronting,10,Critical,Telemetry Gap / Evasion,1.153,Telemetry Gap / Evasion; Zero-Day / Unknown Exploit,1.088,Low,1.022,Low,1.153,Moderate,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.04,Low
111,T1213.005,Messaging Applications,10,Critical,Cloud / SaaS Tenant Blast Radius,1.18,Cloud / SaaS Tenant Blast Radius; Identity / MFA Bypass; Insider / Trusted Access; Zero-Day / Unknown Exploit; Exploit Chain / Multi-Step,1.088,Low,1.067,Low,1.059,Low,1.14,Moderate,1.0,Not Material,1.055,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.14,Moderate,1.0,Not Material,1.0,Not Material
112,T1056.003,Web Portal Capture,10,Critical,Zero-Day / Unknown Exploit,1.165,Zero-Day / Unknown Exploit; Exploit Chain / Multi-Step; Identity / MFA Bypass; Insider / Trusted Access; Destructive / Ransomware; Telemetry Gap / Evasion,1.165,Moderate,1.16,Moderate,1.09,Low,1.15,Moderate,1.0,Not Material,1.121,Moderate,1.0,Not Material,1.038,Low,1.0,Not Material,1.14,Moderate,1.0,Not Material,1.04,Low
113,T1565.001,Stored Data Manipulation,10,Critical,Telemetry Gap / Evasion,1.128,Telemetry Gap / Evasion; Destructive / Ransomware; Rare but High Impact,1.044,Low,1.022,Low,1.128,Moderate,1.0,Not Material,1.0,Not Material,1.099,Low,1.036,Low,1.0,Not Material,1.0,Not Material,1.035,Low,1.0,Not Material,1.064,Low
114,T1498,Network Denial of Service,10,Critical,Cloud / SaaS Tenant Blast Radius,1.18,Cloud / SaaS Tenant Blast Radius; Destructive / Ransomware; Zero-Day / Unknown Exploit,1.088,Low,1.022,Low,1.054,Low,1.0,Not Material,1.0,Not Material,1.165,Moderate,1.18,Moderate,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.04,Low
115,T1602.002,Network Device Configuration Dump,10,Critical,Identity / MFA Bypass,1.14,Identity / MFA Bypass; Insider / Trusted Access; Living-off-the-Land; Zero-Day / Unknown Exploit; Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Cloud / SaaS Tenant Blast Radius,1.088,Low,1.067,Low,1.07,Low,1.14,Moderate,1.054,Low,1.055,Low,1.063,Low,1.09,Low,1.0,Not Material,1.105,Low,1.0,Not Material,1.0,Not Material
116,T1565,Data Manipulation,10,Critical,Destructive / Ransomware,1.099,Destructive / Ransomware; Zero-Day / Unknown Exploit; Telemetry Gap / Evasion,1.088,Low,1.022,Low,1.088,Low,1.0,Not Material,1.0,Not Material,1.099,Low,1.0,Not Material,1.052,Low,1.0,Not Material,1.035,Low,1.0,Not Material,1.04,Low
117,T1213.001,Confluence,10,Critical,Cloud / SaaS Tenant Blast Radius,1.18,Cloud / SaaS Tenant Blast Radius; Identity / MFA Bypass; Insider / Trusted Access; Zero-Day / Unknown Exploit; Exploit Chain / Multi-Step,1.088,Low,1.067,Low,1.04,Low,1.14,Moderate,1.0,Not Material,1.055,Low,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.14,Moderate,1.0,Not Material,1.0,Not Material
118,T1667,Email Bombing,10,Critical,Destructive / Ransomware,1.198,Destructive / Ransomware; Identity / MFA Bypass; Cloud / SaaS Tenant Blast Radius; Telemetry Gap / Evasion; AI-Scaled Social Engineering; Zero-Day / Unknown Exploit; Insider / Trusted Access; Exploit Chain / Multi-Step,1.088,Low,1.067,Low,1.095,Low,1.14,Moderate,1.0,Not Material,1.198,Moderate,1.117,Moderate,1.038,Low,1.09,Low,1.07,Low,1.0,Not Material,1.04,Low
119,T1568.003,DNS Calculation,10,Critical,Zero-Day / Unknown Exploit,1.088,Zero-Day / Unknown Exploit,1.088,Low,1.022,Low,1.05,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.052,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.0,Not Material
120,T1565.003,Runtime Data Manipulation,10,Critical,Living-off-the-Land,1.105,Living-off-the-Land; Destructive / Ransomware; Zero-Day / Unknown Exploit; Telemetry Gap / Evasion,1.088,Low,1.022,Low,1.065,Low,1.0,Not Material,1.0,Not Material,1.099,Low,1.0,Not Material,1.105,Low,1.0,Not Material,1.035,Low,1.0,Not Material,1.04,Low
121,T1498.001,Direct Network Flood,10,Critical,Cloud / SaaS Tenant Blast Radius,1.18,Cloud / SaaS Tenant Blast Radius; Destructive / Ransomware; Living-off-the-Land; Zero-Day / Unknown Exploit; Telemetry Gap / Evasion,1.088,Low,1.058,Low,1.07,Low,1.0,Not Material,1.054,Low,1.165,Moderate,1.18,Moderate,1.09,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.04,Low
122,T1496.004,Cloud Service Hijacking,10,Critical,Cloud / SaaS Tenant Blast Radius,1.18,Cloud / SaaS Tenant Blast Radius; Destructive / Ransomware; Zero-Day / Unknown Exploit; Identity / MFA Bypass,1.088,Low,1.022,Low,1.04,Low,1.06,Low,1.0,Not Material,1.165,Moderate,1.18,Moderate,1.038,Low,1.054,Low,1.035,Low,1.0,Not Material,1.04,Low
123,T1496.003,SMS Pumping,10,Critical,Cloud / SaaS Tenant Blast Radius,1.18,Cloud / SaaS Tenant Blast Radius; Destructive / Ransomware; Identity / MFA Bypass; Zero-Day / Unknown Exploit,1.088,Low,1.022,Low,1.059,Low,1.14,Moderate,1.0,Not Material,1.165,Moderate,1.18,Moderate,1.0,Not Material,1.0,Not Material,1.035,Low,1.0,Not Material,1.04,Low
124,T1496.002,Bandwidth Hijacking,10,Critical,Cloud / SaaS Tenant Blast Radius,1.18,Cloud / SaaS Tenant Blast Radius; Destructive / Ransomware; Living-off-the-Land; Zero-Day / Unknown Exploit; Telemetry Gap / Evasion,1.088,Low,1.049,Low,1.065,Low,1.0,Not Material,1.0,Not Material,1.165,Moderate,1.18,Moderate,1.09,Low,1.0,Not Material,1.0,Not Material,1.0,Not Material,1.04,Low
