rank,attack_id,attack_vector,is_subtechnique,parent_id,domains,platforms,tactics,severity_label,groups_count,software_count,total_usage,impact_score,asset_criticality,asset_criticality_reason,exploit_likelihood,exploit_likelihood_reason,detection_confidence,confident_score,bft_vote_proxy,raw_product_score,score_0_10,max_surface,max_surface_multiplier,surface_multiplier_grade,max_edge_case,max_edge_case_multiplier,edge_case_multiplier_grade,edge_case_flags,final_score,threat_grade,recommended_action,auto_containment_allowed,primary_surfaces,related_capec_count,related_capec_ids,related_cwe_count,related_cwe_ids,data_sources,mitigation_ids,mitigations,description
28,T1090.003,Multi-hop Proxy,True,T1090,enterprise,ESXi; Linux; macOS; Network Devices; Windows,Command and Control,Critical,11,22,33,4,3,critical surface or platform proxy,1.5,"high observed usage, high-likelihood CAPEC, or strong exploit evidence proxy",1.0,8,2/3 agents agree with correlated evidence proxy,18.0,10,ESXi / Hypervisor,1.304,High,Telemetry Gap / Evasion,1.128,Moderate,Telemetry Gap / Evasion; Zero-Day / Unknown Exploit; Destructive / Ransomware; Exploit Chain / Multi-Step; Air-Gapped / ICS Safety,10,Critical,Auto-intercept / quarantine via pre-approved playbook,True,ESXi / Hypervisor; Network / Perimeter; Public Internet / Edge; Server / Workload; Endpoint / User,0,,0,,Firmware; Network Traffic; Process,M1037,Filter Network Traffic,"Adversaries may chain together multiple proxies to disguise the source of malicious traffic. Typically, a defender will be able to identify the last proxy traffic traversed before it enters their network; the defender may or may not be able to identify any previous proxies before the last-hop proxy. This technique makes identifying the original source of the malicious traffic even more difficult by requiring the defender to trace malicious traffic through several proxies to identify its source...."
29,T1090.001,Internal Proxy,True,T1090,enterprise,ESXi; Linux; macOS; Network Devices; Windows,Command and Control,Critical,9,23,32,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",1.2,10,3/3 agents agree proxy,18.0,10,ESXi / Hypervisor,1.304,High,Zero-Day / Unknown Exploit,1.088,Low,Zero-Day / Unknown Exploit; Telemetry Gap / Evasion,10,Critical,Auto-intercept / quarantine via pre-approved playbook,True,ESXi / Hypervisor; Network / Perimeter; Server / Workload; Public Internet / Edge; Endpoint / User,1,CAPEC-465,1,CWE-441,Command; Network Traffic; Process; Firewall; Service,M1031,Network Intrusion Prevention,"Adversaries may use an internal proxy to direct command and control traffic between two or more systems in a compromised environment. Many tools exist that enable traffic redirection through proxies or port redirection, including HTRAN, ZXProxy, and ZXPortMap. Adversaries use internal proxies to manage command and control communications inside a compromised environment, to reduce the number of simultaneous outbound network connections, to provide resiliency in the face of connection loss, or to..."
30,T1529,System Shutdown/Reboot,False,,enterprise,ESXi; Linux; macOS; Network Devices; Windows,Impact,Critical,4,25,29,4,3,critical surface or platform proxy,1.5,"high observed usage, high-likelihood CAPEC, or strong exploit evidence proxy",1.0,8,2/3 agents agree with correlated evidence proxy,18.0,10,ESXi / Hypervisor,1.32,Severe,Destructive / Ransomware,1.22,High,Destructive / Ransomware; Zero-Day / Unknown Exploit; Air-Gapped / ICS Safety; Living-off-the-Land; Identity / MFA Bypass; Telemetry Gap / Evasion; Exploit Chain / Multi-Step; Cloud / SaaS Tenant Blast Radius,10,Critical,Auto-intercept / quarantine via pre-approved playbook,True,ESXi / Hypervisor; Server / Workload; Network / Perimeter; Cloud Control Plane; ICS / OT,0,,0,,Command; Process; Sensor Health,,,"Adversaries may shutdown/reboot systems to interrupt access to, or aid in the destruction of, those systems. Operating systems may contain commands to initiate a shutdown/reboot of a machine or network device. In some cases, these commands may also be used to initiate a shutdown/reboot of a remote computer or network device via Network Device CLI (e.g. <code>reload</code>). They may also include shutdown/reboot of a virtual machine via hypervisor / cloud consoles or command line tools. Shutting..."
31,T1001.003,Protocol or Service Impersonation,True,T1001,enterprise,ESXi; Linux; macOS; Windows,Command and Control,Critical,3,18,21,4,3,critical surface or platform proxy,1.5,"high observed usage, high-likelihood CAPEC, or strong exploit evidence proxy",1.0,8,2/3 agents agree with correlated evidence proxy,18.0,10,ESXi / Hypervisor,1.304,High,Zero-Day / Unknown Exploit,1.121,Moderate,Zero-Day / Unknown Exploit; Destructive / Ransomware; Living-off-the-Land; Telemetry Gap / Evasion,10,Critical,Auto-intercept / quarantine via pre-approved playbook,True,ESXi / Hypervisor; Network / Perimeter; Server / Workload; Public Internet / Edge; Endpoint / User,0,,0,,Network Traffic; Process,M1031,Network Intrusion Prevention,"Adversaries may impersonate legitimate protocols or web service traffic to disguise command and control activity and thwart analysis efforts. By impersonating legitimate protocols or web services, adversaries can make their command and control traffic blend in with legitimate network traffic. Adversaries may impersonate a fake SSL/TLS handshake to make it look like subsequent traffic is SSL/TLS encrypted, potentially interfering with some security tooling, or to make the traffic look like it is..."
32,T1561.002,Disk Structure Wipe,True,T1561,enterprise,Linux; macOS; Network Devices; Windows,Impact,High,6,13,19,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",1.2,10,3/3 agents agree proxy,18.0,10,Identity / IAM,1.28,High,Destructive / Ransomware,1.22,High,Destructive / Ransomware; Identity / MFA Bypass; Insider / Trusted Access; Zero-Day / Unknown Exploit; Exploit Chain / Multi-Step; Living-off-the-Land; Cloud / SaaS Tenant Blast Radius; Telemetry Gap / Evasion,10,Critical,Auto-intercept / quarantine via pre-approved playbook,True,Identity / IAM; Data / Storage; Server / Workload; Network / Perimeter; Endpoint / User,0,,0,,Drive; Command; Process; User Account; Driver,M1053,Data Backup,Adversaries may corrupt or wipe the disk data structures on a hard drive necessary to boot a system; targeting specific critical systems or in large numbers in a network to interrupt availability to system and network resources. Adversaries may attempt to render the system unable to boot by overwriting critical data located in structures such as the master boot record (MBR) or partition table. The data contained in disk structures may include the initial executable code for loading an operating...
33,T1132.002,Non-Standard Encoding,True,T1132,enterprise,ESXi; Linux; macOS; Windows,Command and Control,High,1,17,18,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",1.2,10,3/3 agents agree proxy,18.0,10,ESXi / Hypervisor,1.304,High,Zero-Day / Unknown Exploit,1.121,Moderate,Zero-Day / Unknown Exploit,10,Critical,Auto-intercept / quarantine via pre-approved playbook,True,ESXi / Hypervisor; Network / Perimeter; Server / Workload; Endpoint / User,0,,0,,Network Traffic; Process; Script; Application Log,M1031,Network Intrusion Prevention,"Adversaries may encode data with a non-standard data encoding system to make the content of command and control traffic more difficult to detect. Command and control (C2) information can be encoded using a non-standard data encoding system that diverges from existing protocol specifications. Non-standard data encoding schemes may be based on or related to standard data encoding schemes, such as a modified Base64 encoding for the message body of an HTTP request."
34,T1114.002,Remote Email Collection,True,T1114,enterprise,Office Suite; Windows,Collection,High,13,4,17,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",1.2,10,3/3 agents agree proxy,18.0,10,Identity / IAM,1.28,High,Identity / MFA Bypass,1.18,Moderate,Identity / MFA Bypass; Insider / Trusted Access; Exploit Chain / Multi-Step; Cloud / SaaS Tenant Blast Radius; Zero-Day / Unknown Exploit,10,Critical,Auto-intercept / quarantine via pre-approved playbook,True,Identity / IAM; SaaS / Office / Email; Network / Perimeter; Public Internet / Edge; Server / Workload,1,CAPEC-555,7,CWE-262; CWE-263; CWE-294; CWE-308; CWE-309; CWE-521; CWE-522,Command; Logon Session; Network Traffic; Application Log,M1060; M1041; M1032,Out-of-Band Communications Channel; Encrypt Sensitive Information; Multi-factor Authentication,"Adversaries may target an Exchange server, Office 365, or Google Workspace to collect sensitive information. Adversaries may leverage a user's credentials and interact directly with the Exchange server to acquire information from within a network. Adversaries may also access externally facing Exchange services, Office 365, or Google Workspace to access email using credentials or access tokens. Tools such as MailSniper can be used to automate searches for specific keywords."
35,T1561.001,Disk Content Wipe,True,T1561,enterprise,Linux; macOS; Network Devices; Windows,Impact,High,3,13,16,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",1.2,10,3/3 agents agree proxy,18.0,10,Identity / IAM,1.28,High,Destructive / Ransomware,1.22,High,Destructive / Ransomware; Identity / MFA Bypass; Insider / Trusted Access; Zero-Day / Unknown Exploit; Exploit Chain / Multi-Step; Living-off-the-Land; Cloud / SaaS Tenant Blast Radius,10,Critical,Auto-intercept / quarantine via pre-approved playbook,True,Identity / IAM; Data / Storage; Network / Perimeter; Server / Workload; Endpoint / User,0,,0,,Drive; Command; Process; User Account; Driver,M1053,Data Backup,"Adversaries may erase the contents of storage devices on specific systems or in large numbers in a network to interrupt availability to system and network resources. Adversaries may partially or completely overwrite the contents of a storage device rendering the data irrecoverable through the storage interface. Instead of wiping specific disk structures or files, adversaries with destructive intent may wipe arbitrary portions of disk content. To wipe disk content, adversaries may acquire direct..."
36,T1573,Encrypted Channel,False,,enterprise,ESXi; Linux; macOS; Network Devices; Windows,Command and Control,High,4,11,15,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",1.2,10,3/3 agents agree proxy,18.0,10,ESXi / Hypervisor,1.304,High,Zero-Day / Unknown Exploit,1.121,Moderate,Zero-Day / Unknown Exploit; Destructive / Ransomware; Telemetry Gap / Evasion,10,Critical,Auto-intercept / quarantine via pre-approved playbook,True,ESXi / Hypervisor; Network / Perimeter; Server / Workload; Public Internet / Edge; Data / Storage,0,,0,,Network Traffic; Process; Module; Application Log,M1031; M1020,Network Intrusion Prevention; SSL/TLS Inspection,"Adversaries may employ an encryption algorithm to conceal command and control traffic rather than relying on any inherent protections provided by a communication protocol. Despite the use of a secure algorithm, these implementations may be vulnerable to reverse engineering if secret keys are encoded and/or generated within malware samples/configuration files."
37,T1560.002,Archive via Library,True,T1560,enterprise,Linux; macOS; Windows,Collection,High,2,13,15,4,3,critical surface or platform proxy,1.25,"repeatable technique, bypass/chaining pattern, or elevated public usage proxy",1.2,10,3/3 agents agree proxy,18.0,10,Data / Storage,1.25,High,Destructive / Ransomware,1.22,High,Destructive / Ransomware; Zero-Day / Unknown Exploit; Living-off-the-Land; Insider / Trusted Access,10,Critical,Auto-intercept / quarantine via pre-approved playbook,True,Data / Storage; Server / Workload; Endpoint / User,0,,0,,Command; Process; File; Module,,,"An adversary may compress or encrypt data that is collected prior to exfiltration using 3rd party libraries. Many libraries exist that can archive data, including Python rarfile , libzip , and zlib . Most libraries include functionality to encrypt and/or compress data. Some archival libraries are preinstalled on systems, such as bzip2 on macOS and Linux, and zip on Windows. Note that the libraries are different from the utilities. The libraries can be linked against when compiling, while the ut..."
